bits,source,prefix,query,run,time_s
1,table,the,full,8,0.003625208977609873
1,table,the,full,9,0.003696375002618879
1,table,the,fp_exact,0,0.0038449160056188703
1,table,the,fp_exact,1,0.00377183296950534
1,table,the,fp_exact,2,0.003792584000620991
1,table,the,fp_exact,3,0.0037536669988185167
1,table,the,fp_exact,4,0.0038514169864356518
1,table,the,fp_exact,5,0.00399075000314042
1,table,the,fp_exact,6,0.0038982920232228935
1,table,the,fp_exact,7,0.0037990830023773015
1,table,the,fp_exact,8,0.00378174998331815
1,table,the,fp_exact,9,0.0037981669884175062
1,table,a,full,0,0.004509666992817074
1,table,a,full,1,0.0046605829847976565
1,table,a,full,2,0.004677499993704259
1,table,a,full,3,0.004794957989361137
1,table,a,full,4,0.004977959033567458
1,table,a,full,5,0.0046794170048087835
1,table,a,full,6,0.004689750028774142
1,table,a,full,7,0.004498207999859005
1,table,a,full,8,0.004681541002355516
1,table,a,full,9,0.004701874975580722
1,table,a,fp_exact,0,0.004322624998167157
1,table,a,fp_exact,1,0.0042066670139320195
1,table,a,fp_exact,2,0.004301375010982156
1,table,a,fp_exact,3,0.004180208023171872
1,table,a,fp_exact,4,0.00427466700784862
1,table,a,fp_exact,5,0.004228792036883533
1,table,a,fp_exact,6,0.004260124987922609
1,table,a,fp_exact,7,0.004168167011812329
1,table,a,fp_exact,8,0.004285666975192726
1,table,a,fp_exact,9,0.004170625004917383
1,table,(,full,0,0.004141500045079738
1,table,(,full,1,0.004124582977965474
1,table,(,full,2,0.004140917037148029
1,table,(,full,3,0.004127666994463652
1,table,(,full,4,0.004171791020780802
1,table,(,full,5,0.00411316700046882
1,table,(,full,6,0.004103500046767294
1,table,(,full,7,0.004098582954611629
1,table,(,full,8,0.004117000033147633
1,table,(,full,9,0.004044625035021454
1,table,(,fp_exact,0,0.00441279198275879
1,table,(,fp_exact,1,0.004382167011499405
1,table,(,fp_exact,2,0.004344541986938566
1,table,(,fp_exact,3,0.004442916950210929
1,table,(,fp_exact,4,0.004399332974571735
1,table,(,fp_exact,5,0.004437084018718451
1,table,(,fp_exact,6,0.004361625004094094
1,table,(,fp_exact,7,0.004404041974339634
1,table,(,fp_exact,8,0.004416665993630886
1,table,(,fp_exact,9,0.004426500003319234
1,table,#,full,0,0.0028477500309236348
1,table,#,full,1,0.002921708975918591
1,table,#,full,2,0.0028940830379724503
1,table,#,full,3,0.00306695798644796
1,table,#,full,4,0.002899582963436842
1,table,#,full,5,0.002916541008744389
1,table,#,full,6,0.0028940829797647893
1,table,#,full,7,0.0029609169578179717
1,table,#,full,8,0.002903916989453137
1,table,#,full,9,0.0028987500118091702
1,table,#,fp_exact,0,0.003083958989009261
1,table,#,fp_exact,1,0.0029831670108251274
1,table,#,fp_exact,2,0.0030317920027300715
1,table,#,fp_exact,3,0.0031279170070774853
1,table,#,fp_exact,4,0.0030152919935062528
1,table,#,fp_exact,5,0.003023208992090076
1,table,#,fp_exact,6,0.0029919170192442834
1,table,#,fp_exact,7,0.0029796670423820615
1,table,#,fp_exact,8,0.002979417040478438
1,table,#,fp_exact,9,0.0030375419883057475
