bits,source,prefix,query,run,time_s
10,view,jos,full,0,0.03135516698239371
10,view,jos,full,1,0.0317272919928655
10,view,jos,full,2,0.03298562503186986
10,view,jos,full,3,0.032338749966584146
10,view,jos,full,4,0.03100704198004678
10,view,jos,full,5,0.031058792024850845
10,view,jos,full,6,0.03315095801372081
10,view,jos,full,7,0.03176245797658339
10,view,jos,full,8,0.03266279096715152
10,view,jos,full,9,0.030926624953281134
10,view,jos,fp_exact,0,0.023449291998986155
10,view,jos,fp_exact,1,0.025399333972018212
10,view,jos,fp_exact,2,0.022508458991069347
10,view,jos,fp_exact,3,0.02565841597970575
10,view,jos,fp_exact,4,0.021172416978515685
10,view,jos,fp_exact,5,0.02699891699012369
10,view,jos,fp_exact,6,0.021925457986071706
10,view,jos,fp_exact,7,0.025823375035542995
10,view,jos,fp_exact,8,0.02306070801569149
10,view,jos,fp_exact,9,0.021487540972884744
10,view,2012,full,0,0.031906292017083615
10,view,2012,full,1,0.0317813340225257
10,view,2012,full,2,0.03177083295304328
10,view,2012,full,3,0.03158391697797924
10,view,2012,full,4,0.031884249998256564
10,view,2012,full,5,0.033338457986246794
10,view,2012,full,6,0.03185754199512303
10,view,2012,full,7,0.03172466700198129
10,view,2012,full,8,0.031836042006034404
10,view,2012,full,9,0.031486457970459014
10,view,2012,fp_exact,0,0.020921833987813443
10,view,2012,fp_exact,1,0.02309637499274686
10,view,2012,fp_exact,2,0.02394783403724432
10,view,2012,fp_exact,3,0.021072042000014335
10,view,2012,fp_exact,4,0.020776666002348065
10,view,2012,fp_exact,5,0.01897500001359731
10,view,2012,fp_exact,6,0.021198290982283652
10,view,2012,fp_exact,7,0.022350541956257075
10,view,2012,fp_exact,8,0.020962957991287112
10,view,2012,fp_exact,9,0.02468633296666667
10,view,the,full,0,0.03169345896458253
10,view,the,full,1,0.031355416984297335
10,view,the,full,2,0.03243737498996779
10,view,the,full,3,0.031015874992590398
10,view,the,full,4,0.032785250048618764
10,view,the,full,5,0.0325387500342913
10,view,the,full,6,0.03127287497045472
10,view,the,full,7,0.031296709028538316
10,view,the,full,8,0.03248758299741894
10,view,the,full,9,0.03132758301217109
10,view,the,fp_exact,0,0.02560274995630607
10,view,the,fp_exact,1,0.021780042035970837
10,view,the,fp_exact,2,0.023503666976466775
10,view,the,fp_exact,3,0.026353166962508112
10,view,the,fp_exact,4,0.026032582973130047
10,view,the,fp_exact,5,0.023741499986499548
10,view,the,fp_exact,6,0.01935699995374307
10,view,the,fp_exact,7,0.022098875022493303
10,view,the,fp_exact,8,0.024266374995931983
10,view,the,fp_exact,9,0.021727083018049598
10,view,a,full,0,0.032506666029803455
10,view,a,full,1,0.03150141699006781
10,view,a,full,2,0.03151504194829613
10,view,a,full,3,0.03146766702411696
10,view,a,full,4,0.03167400002712384
10,view,a,full,5,0.03232674999162555
10,view,a,full,6,0.03155925002647564
10,view,a,full,7,0.03236599999945611
10,view,a,full,8,0.0317936249775812
10,view,a,full,9,0.032513583020772785
10,view,a,fp_exact,0,0.021555749990511686
10,view,a,fp_exact,1,0.025735749979503453
10,view,a,fp_exact,2,0.01848166697891429
10,view,a,fp_exact,3,0.024595749971922487
10,view,a,fp_exact,4,0.02209520898759365
10,view,a,fp_exact,5,0.02533937501721084
10,view,a,fp_exact,6,0.02092379197711125
10,view,a,fp_exact,7,0.0269347500288859
10,view,a,fp_exact,8,0.023381542006973177
10,view,a,fp_exact,9,0.025907874980475754
10,view,(,full,0,0.03336679097265005
10,view,(,full,1,0.03242016601143405
10,view,(,full,2,0.03222208301303908
10,view,(,full,3,0.03336150001268834
10,view,(,full,4,0.03207324998220429
10,view,(,full,5,0.03362683404702693
10,view,(,full,6,0.03230800002347678
10,view,(,full,7,0.03242054098518565
10,view,(,full,8,0.032915125018917024
10,view,(,full,9,0.03261624998413026
10,view,(,fp_exact,0,0.030997583002317697
10,view,(,fp_exact,1,0.027473792026285082
10,view,(,fp_exact,2,0.028973417007364333
10,view,(,fp_exact,3,0.02863670897204429
10,view,(,fp_exact,4,0.032003791944589466
10,view,(,fp_exact,5,0.030713249987456948
10,view,(,fp_exact,6,0.030702374991960824
10,view,(,fp_exact,7,0.02830233401618898
10,view,(,fp_exact,8,0.029001916002016515
10,view,(,fp_exact,9,0.029566458018962294
10,view,#,full,0,0.032023832958657295
10,view,#,full,1,0.03195383300771937
10,view,#,full,2,0.03156520897755399
10,view,#,full,3,0.033275292022153735
10,view,#,full,4,0.03339870797935873
10,view,#,full,5,0.032081791025120765
10,view,#,full,6,0.033771834045182914
10,view,#,full,7,0.033413208031561226
10,view,#,full,8,0.03240099997492507
10,view,#,full,9,0.033629832963924855
10,view,#,fp_exact,0,0.028426082979422063
10,view,#,fp_exact,1,0.022309166961349547
10,view,#,fp_exact,2,0.023903332999907434
10,view,#,fp_exact,3,0.025955207995139062
10,view,#,fp_exact,4,0.02200591698056087
10,view,#,fp_exact,5,0.022515708988066763
10,view,#,fp_exact,6,0.018328708014450967
10,view,#,fp_exact,7,0.02331750001758337
10,view,#,fp_exact,8,0.024904708028770983
10,view,#,fp_exact,9,0.022187957947608083
10,table,jos,full,0,0.004027042014058679
10,table,jos,full,1,0.004147666972130537
10,table,jos,full,2,0.004105207975953817
10,table,jos,full,3,0.004062374995555729
10,table,jos,full,4,0.004136624978855252
10,table,jos,full,5,0.004108541994355619
10,table,jos,full,6,0.004132665984798223
10,table,jos,full,7,0.004121583013329655
10,table,jos,full,8,0.00413933303207159
10,table,jos,full,9,0.004106290987692773
10,table,jos,fp_exact,0,0.0029557920061051846
10,table,jos,fp_exact,1,0.0029960839892737567
10,table,jos,fp_exact,2,0.002956499985884875
10,table,jos,fp_exact,3,0.0029175420058891177
10,table,jos,fp_exact,4,0.0028920830227434635
10,table,jos,fp_exact,5,0.0029356660088524222
10,table,jos,fp_exact,6,0.0029302920447662473
10,table,jos,fp_exact,7,0.0029153749928809702
10,table,jos,fp_exact,8,0.002877291990444064
10,table,jos,fp_exact,9,0.002904499997384846
10,table,2012,full,0,0.003935917047783732
10,table,2012,full,1,0.003993749967776239
10,table,2012,full,2,0.003961332957260311
10,table,2012,full,3,0.0039931670180521905
10,table,2012,full,4,0.003991166944615543
10,table,2012,full,5,0.00401112501276657
10,table,2012,full,6,0.003995582985226065
10,table,2012,full,7,0.003907875041477382
10,table,2012,full,8,0.003921916009858251
10,table,2012,full,9,0.003945792035665363
10,table,2012,fp_exact,0,0.002818250039126724
10,table,2012,fp_exact,1,0.0028229160234332085
10,table,2012,fp_exact,2,0.0028180420049466193
