bits,source,prefix,query,run,time_s
12,table,2012,full,2,0.003934459004085511
12,table,2012,full,3,0.003961500013247132
12,table,2012,full,4,0.003935832995921373
12,table,2012,full,5,0.003991417004726827
12,table,2012,full,6,0.003938833950087428
12,table,2012,full,7,0.003983874979894608
12,table,2012,full,8,0.004057416983414441
12,table,2012,full,9,0.003999833017587662
12,table,2012,fp_exact,0,0.0022069589467719197
12,table,2012,fp_exact,1,0.0021941669983789325
12,table,2012,fp_exact,2,0.0022569579887203872
12,table,2012,fp_exact,3,0.00223912502406165
12,table,2012,fp_exact,4,0.002244458009954542
12,table,2012,fp_exact,5,0.002210000006016344
12,table,2012,fp_exact,6,0.0023023749818094075
12,table,2012,fp_exact,7,0.0021883329609408975
12,table,2012,fp_exact,8,0.0021514580002985895
12,table,2012,fp_exact,9,0.0022089590202085674
12,table,the,full,0,0.003900791984051466
12,table,the,full,1,0.003849250031635165
12,table,the,full,2,0.003778665966819972
12,table,the,full,3,0.0038240840076468885
12,table,the,full,4,0.003756792051717639
12,table,the,full,5,0.0038148750318214297
12,table,the,full,6,0.003850832988973707
12,table,the,full,7,0.003865332982968539
12,table,the,full,8,0.0037919169990345836
12,table,the,full,9,0.003695000021252781
12,table,the,fp_exact,0,0.003605624951887876
12,table,the,fp_exact,1,0.0037133750156499445
12,table,the,fp_exact,2,0.003695291990879923
12,table,the,fp_exact,3,0.0037478749873116612
12,table,the,fp_exact,4,0.003667374956421554
12,table,the,fp_exact,5,0.0036441670381464064
12,table,the,fp_exact,6,0.0036215409636497498
12,table,the,fp_exact,7,0.0036405419814400375
12,table,the,fp_exact,8,0.003660125017631799
12,table,the,fp_exact,9,0.003642000025138259
12,table,a,full,0,0.00445262499852106
12,table,a,full,1,0.004394459014292806
12,table,a,full,2,0.004649791982956231
12,table,a,full,3,0.004578959022182971
12,table,a,full,4,0.004568916978314519
12,table,a,full,5,0.0044709580251947045
12,table,a,full,6,0.004552291007712483
12,table,a,full,7,0.004429708991665393
12,table,a,full,8,0.004501374962273985
12,table,a,full,9,0.0046141669736243784
12,table,a,fp_exact,0,0.0039362910320051014
12,table,a,fp_exact,1,0.003945208038203418
12,table,a,fp_exact,2,0.0039225000073201954
12,table,a,fp_exact,3,0.00396437500603497
12,table,a,fp_exact,4,0.003883542027324438
12,table,a,fp_exact,5,0.0039037500391714275
12,table,a,fp_exact,6,0.0039427499868907034
12,table,a,fp_exact,7,0.003952708037104458
12,table,a,fp_exact,8,0.0038927080458961427
12,table,a,fp_exact,9,0.003911209001671523
12,table,(,full,0,0.004034875018987805
12,table,(,full,1,0.004157292016316205
12,table,(,full,2,0.004091917013283819
12,table,(,full,3,0.004108499968424439
12,table,(,full,4,0.004109333036467433
12,table,(,full,5,0.004138124990276992
12,table,(,full,6,0.004408582986798137
12,table,(,full,7,0.004137417010497302
12,table,(,full,8,0.004142165998928249
12,table,(,full,9,0.0040843330207280815
12,table,(,fp_exact,0,0.004289333999622613
12,table,(,fp_exact,1,0.0042287909891456366
12,table,(,fp_exact,2,0.004280042019672692
12,table,(,fp_exact,3,0.004256125015672296
12,table,(,fp_exact,4,0.004306666029151529
12,table,(,fp_exact,5,0.004284166032448411
12,table,(,fp_exact,6,0.004364708031062037
12,table,(,fp_exact,7,0.004278375010471791
12,table,(,fp_exact,8,0.004233499988913536
12,table,(,fp_exact,9,0.004249750054441392
12,table,#,full,0,0.0029446249827742577
12,table,#,full,1,0.0029143330175429583
12,table,#,full,2,0.002840208006091416
12,table,#,full,3,0.0028419579612091184
12,table,#,full,4,0.002930459042545408
12,table,#,full,5,0.0028470000252127647
12,table,#,full,6,0.0028829590301029384
12,table,#,full,7,0.002993792004417628
12,table,#,full,8,0.0028902500052936375
12,table,#,full,9,0.0028864169726148248
12,table,#,fp_exact,0,0.0018710409640334547
12,table,#,fp_exact,1,0.0018725830013863742
12,table,#,fp_exact,2,0.0018829579930752516
12,table,#,fp_exact,3,0.001913707994390279
12,table,#,fp_exact,4,0.0018515830161049962
12,table,#,fp_exact,5,0.0018330829916521907
12,table,#,fp_exact,6,0.0018181659979745746
12,table,#,fp_exact,7,0.0018266250262968242
12,table,#,fp_exact,8,0.0018251250148750842
12,table,#,fp_exact,9,0.0018092080135829747
