bits,source,prefix,query,run,time_s
14,view,jos,full,0,0.03128341701813042
14,view,jos,full,1,0.031216542003676295
14,view,jos,full,2,0.031211292021907866
14,view,jos,full,3,0.032700125011615455
14,view,jos,full,4,0.03177225001854822
14,view,jos,full,5,0.030996790970675647
14,view,jos,full,6,0.031163375009782612
14,view,jos,full,7,0.03099633299279958
14,view,jos,full,8,0.03137345798313618
14,view,jos,full,9,0.031058458029292524
14,view,jos,fp_exact,0,0.020756624988280237
14,view,jos,fp_exact,1,0.022731042001396418
14,view,jos,fp_exact,2,0.023119624995160848
14,view,jos,fp_exact,3,0.022428208030760288
14,view,jos,fp_exact,4,0.02208641596371308
14,view,jos,fp_exact,5,0.02057950000744313
14,view,jos,fp_exact,6,0.023197208007331938
14,view,jos,fp_exact,7,0.024456124985590577
14,view,jos,fp_exact,8,0.023702292004600167
14,view,jos,fp_exact,9,0.022889167012181133
14,view,2012,full,0,0.0322994589805603
14,view,2012,full,1,0.032486375013832
14,view,2012,full,2,0.032414874993264675
14,view,2012,full,3,0.03206354100257158
14,view,2012,full,4,0.031698749982751906
14,view,2012,full,5,0.03197362500941381
14,view,2012,full,6,0.03307391703128815
14,view,2012,full,7,0.03265529201598838
14,view,2012,full,8,0.0330897499807179
14,view,2012,full,9,0.03206754202255979
14,view,2012,fp_exact,0,0.022163207991980016
14,view,2012,fp_exact,1,0.023517875000834465
14,view,2012,fp_exact,2,0.020289124979171902
14,view,2012,fp_exact,3,0.020163125009275973
14,view,2012,fp_exact,4,0.0207809999701567
14,view,2012,fp_exact,5,0.02101779100485146
14,view,2012,fp_exact,6,0.019596375001128763
14,view,2012,fp_exact,7,0.021748291968833655
14,view,2012,fp_exact,8,0.021142957964912057
14,view,2012,fp_exact,9,0.02233875001547858
14,view,the,full,0,0.031467624998185784
14,view,the,full,1,0.031250207975972444
14,view,the,full,2,0.030985207995399833
14,view,the,full,3,0.032735667016822845
14,view,the,full,4,0.03180012502707541
14,view,the,full,5,0.031142583990003914
14,view,the,full,6,0.031141875020693988
14,view,the,full,7,0.031616499996744096
14,view,the,full,8,0.03154766699299216
14,view,the,full,9,0.03143862501019612
14,view,the,fp_exact,0,0.024710832978598773
14,view,the,fp_exact,1,0.024827375018503517
14,view,the,fp_exact,2,0.02625020797131583
14,view,the,fp_exact,3,0.0250556250102818
14,view,the,fp_exact,4,0.024107125005684793
14,view,the,fp_exact,5,0.025520750030409545
14,view,the,fp_exact,6,0.02678137505427003
14,view,the,fp_exact,7,0.025315208011306822
14,view,the,fp_exact,8,0.02480058401124552
14,view,the,fp_exact,9,0.0234889590064995
14,view,a,full,0,0.031654916994739324
14,view,a,full,1,0.033026791003067046
14,view,a,full,2,0.033404957968741655
14,view,a,full,3,0.033001040981616825
14,view,a,full,4,0.031958166975528
14,view,a,full,5,0.03183933300897479
14,view,a,full,6,0.03129829198587686
14,view,a,full,7,0.03252837498439476
14,view,a,full,8,0.03164929198101163
14,view,a,full,9,0.03160225000465289
14,view,a,fp_exact,0,0.024220374994911253
14,view,a,fp_exact,1,0.021482417010702193
14,view,a,fp_exact,2,0.023512582993134856
14,view,a,fp_exact,3,0.023382834042422473
14,view,a,fp_exact,4,0.025547958037350327
14,view,a,fp_exact,5,0.02740895899478346
14,view,a,fp_exact,6,0.02391512499889359
14,view,a,fp_exact,7,0.02200054202694446
14,view,a,fp_exact,8,0.020588707993738353
14,view,a,fp_exact,9,0.025502666016109288
14,view,(,full,0,0.031923667003866285
14,view,(,full,1,0.032290957984514534
14,view,(,full,2,0.034075125004164875
14,view,(,full,3,0.03266949998214841
14,view,(,full,4,0.0325345839955844
14,view,(,full,5,0.03237520798575133
14,view,(,full,6,0.03221812500851229
14,view,(,full,7,0.03277079202234745
14,view,(,full,8,0.03285766701446846
14,view,(,full,9,0.03387024998664856
14,view,(,fp_exact,0,0.027802707976661623
14,view,(,fp_exact,1,0.028041040990501642
14,view,(,fp_exact,2,0.029135082964785397
14,view,(,fp_exact,3,0.03255241602892056
14,view,(,fp_exact,4,0.031165916996542364
14,view,(,fp_exact,5,0.03033129102550447
14,view,(,fp_exact,6,0.030066790990531445
14,view,(,fp_exact,7,0.028463999973610044
14,view,(,fp_exact,8,0.028751500009093434
14,view,(,fp_exact,9,0.03214933397248387
14,view,#,full,0,0.03269062499748543
14,view,#,full,1,0.0334626660333015
14,view,#,full,2,0.032436166948173195
14,view,#,full,3,0.03325945796677843
14,view,#,full,4,0.033002750016748905
14,view,#,full,5,0.032491124991793185
14,view,#,full,6,0.03345904196612537
14,view,#,full,7,0.03331162495305762
14,view,#,full,8,0.03180541697656736
14,view,#,full,9,0.032635957992170006
14,view,#,fp_exact,0,0.0218827499775216
14,view,#,fp_exact,1,0.022519416001159698
14,view,#,fp_exact,2,0.022002708981744945
14,view,#,fp_exact,3,0.019593667006120086
14,view,#,fp_exact,4,0.02092437498504296
14,view,#,fp_exact,5,0.022159290965646505
14,view,#,fp_exact,6,0.019320083025377244
14,view,#,fp_exact,7,0.02192733302945271
14,view,#,fp_exact,8,0.021869499993044883
14,view,#,fp_exact,9,0.020068707992322743
14,table,jos,full,0,0.004091167007572949
14,table,jos,full,1,0.004099457990378141
14,table,jos,full,2,0.0040550000267103314
14,table,jos,full,3,0.004100541991647333
14,table,jos,full,4,0.004105833009816706
14,table,jos,full,5,0.004057667043525726
14,table,jos,full,6,0.004135291965212673
14,table,jos,full,7,0.004119707969948649
14,table,jos,full,8,0.004099791985936463
14,table,jos,full,9,0.004139042051974684
14,table,jos,fp_exact,0,0.002237832988612354
14,table,jos,fp_exact,1,0.002198500034864992
14,table,jos,fp_exact,2,0.0021672919974662364
14,table,jos,fp_exact,3,0.0022532499860972166
14,table,jos,fp_exact,4,0.002202916017267853
14,table,jos,fp_exact,5,0.002228834026027471
14,table,jos,fp_exact,6,0.0022580830263905227
14,table,jos,fp_exact,7,0.0021777080255560577
14,table,jos,fp_exact,8,0.002187458041589707
14,table,jos,fp_exact,9,0.0021701250225305557
14,table,2012,full,0,0.003958083980251104
14,table,2012,full,1,0.003984250011853874
14,table,2012,full,2,0.003949249978177249
14,table,2012,full,3,0.003955375053919852
14,table,2012,full,4,0.003998833999503404
14,table,2012,full,5,0.003940958005841821
14,table,2012,full,6,0.003937207977287471
14,table,2012,full,7,0.003976040985435247
14,table,2012,full,8,0.003992374986410141
14,table,2012,full,9,0.004004625021480024
14,table,2012,fp_exact,0,0.0016187910223379731
14,table,2012,fp_exact,1,0.0015978339943103492
14,table,2012,fp_exact,2,0.0017400000360794365
14,table,2012,fp_exact,3,0.001694750040769577
14,table,2012,fp_exact,4,0.0016973330057226121
14,table,2012,fp_exact,5,0.0017362909857183695
14,table,2012,fp_exact,6,0.0015722080133855343
14,table,2012,fp_exact,7,0.0015352499904111028
14,table,2012,fp_exact,8,0.00166245800210163
14,table,2012,fp_exact,9,0.0015168749960139394
14,table,the,full,0,0.003741124994121492
14,table,the,full,1,0.0036438339739106596
14,table,the,full,2,0.0036144169862382114
14,table,the,full,3,0.003714584046974778
14,table,the,full,4,0.0036279590567573905
14,table,the,full,5,0.003603750024922192
14,table,the,full,6,0.0036490000202320516
14,table,the,full,7,0.0036424999707378447
14,table,the,full,8,0.003645624965429306
14,table,the,full,9,0.0036702920333482325
14,table,the,fp_exact,0,0.0036460839910432696
14,table,the,fp_exact,1,0.003632333013229072
14,table,the,fp_exact,2,0.003694750019349158
14,table,the,fp_exact,3,0.00365558301564306
14,table,the,fp_exact,4,0.00360287498915568
14,table,the,fp_exact,5,0.0036769169964827597
14,table,the,fp_exact,6,0.0036358750076033175
14,table,the,fp_exact,7,0.0036429159808903933
14,table,the,fp_exact,8,0.003643958014436066
14,table,the,fp_exact,9,0.0036750409635715187
14,table,a,full,0,0.004467499966267496
14,table,a,full,1,0.004445375001523644
14,table,a,full,2,0.004483708995394409
14,table,a,full,3,0.004435042035765946
14,table,a,full,4,0.004396417003590614
14,table,a,full,5,0.0046536659938283265
14,table,a,full,6,0.004572709032800049
14,table,a,full,7,0.004472666943911463
14,table,a,full,8,0.004453499976079911
14,table,a,full,9,0.004419374978169799
14,table,a,fp_exact,0,0.003900792042259127
14,table,a,fp_exact,1,0.0039016249938867986
14,table,a,fp_exact,2,0.003910084022209048
14,table,a,fp_exact,3,0.0039475419907830656
14,table,a,fp_exact,4,0.0039022910059429705
14,table,a,fp_exact,5,0.003891750006005168
14,table,a,fp_exact,6,0.0038762910407967865
14,table,a,fp_exact,7,0.003925790952052921
14,table,a,fp_exact,8,0.0038956249481998384
14,table,a,fp_exact,9,0.003948750032577664
14,table,(,full,0,0.004054624994751066
14,table,(,full,1,0.004072833980899304
14,table,(,full,2,0.004068541980814189
14,table,(,full,3,0.004113958973903209
14,table,(,full,4,0.004105957981664687
14,table,(,full,5,0.004107333021238446
14,table,(,full,6,0.004082375031430274
14,table,(,full,7,0.004084250016603619
14,table,(,full,8,0.004056666977703571
14,table,(,full,9,0.00423841702286154
14,table,(,fp_exact,0,0.004298416955862194
14,table,(,fp_exact,1,0.004252958984579891
14,table,(,fp_exact,2,0.004294291022233665
14,table,(,fp_exact,3,0.004301832988858223
14,table,(,fp_exact,4,0.004338124999776483
14,table,(,fp_exact,5,0.004229416023008525
14,table,(,fp_exact,6,0.0042703329818323255
14,table,(,fp_exact,7,0.004258541972376406
14,table,(,fp_exact,8,0.004258916014805436
14,table,(,fp_exact,9,0.004237582965288311
14,table,#,full,0,0.002888791961595416
14,table,#,full,1,0.002891165961045772
14,table,#,full,2,0.002908958005718887
14,table,#,full,3,0.0028922499623149633
14,table,#,full,4,0.002922415966168046
14,table,#,full,5,0.0028552080038934946
14,table,#,full,6,0.002808333025313914
14,table,#,full,7,0.002894375007599592
14,table,#,full,8,0.0029003749950788915
14,table,#,full,9,0.0028385419864207506
14,table,#,fp_exact,0,0.0015359999961219728
14,table,#,fp_exact,1,0.0016817080322653055
14,table,#,fp_exact,2,0.0016376249841414392
14,table,#,fp_exact,3,0.0017239999724552035
14,table,#,fp_exact,4,0.001553958049044013
14,table,#,fp_exact,5,0.0015147090307436883
14,table,#,fp_exact,6,0.001734166988171637
14,table,#,fp_exact,7,0.0015337920049205422
14,table,#,fp_exact,8,0.0015119999879971147
14,table,#,fp_exact,9,0.0014739999896846712
