ngram,match_count,selectivity,bucket_lo,bucket_hi,bucket_span,rows_in_buckets,prune_rate,time_full_ms,time_fp_ms,speedup
je4,1,8.139980311015624e-08,172,172,1,46362,0.9962261423282069,976.6849999998612,57.059707999997045,17.11689446430241
jgm,1,8.139980311015624e-08,172,172,1,46362,0.9962261423282069,1026.508917000001,58.37599999995291,17.584433962601565
jih,91,7.4073820830242174e-06,172,172,1,46362,0.9962261423282069,1025.3546659998847,381.9687079999312,2.684394413795984
jlm,1,8.139980311015624e-08,172,172,1,46362,0.9962261423282069,1010.488124999938,53.23258399994302,18.98251125665851
js ,8,6.511984248812499e-07,173,173,1,46086,0.9962486086738653,1036.669750000101,56.938250000030166,18.20691275196466
juy,7,5.697986217710937e-07,174,174,1,49375,0.9959808847214361,993.9413750000767,57.79037499996775,17.199081594480592
jw-,1,8.139980311015624e-08,174,174,1,49375,0.9959808847214361,1040.9133339999244,56.5515000000687,18.406467273169763
jyr,14,1.1395972435421874e-06,174,174,1,49375,0.9959808847214361,1017.3915410000518,53.41679200000726,19.046286811830885
jéj,1,8.139980311015624e-08,174,174,1,49375,0.9959808847214361,1130.1648329999807,50.24170799993044,22.49455438500509
k c,31,2.5233938964148434e-06,174,174,1,49375,0.9959808847214361,997.6793750001889,56.90866700024344,17.531237816480942
k g,3,2.441994093304687e-07,174,174,1,49375,0.9959808847214361,1010.7979580002393,57.078625000031025,17.708870141838382
k p,25,2.0349950777539057e-06,174,174,1,49375,0.9959808847214361,1044.817666000199,57.44716699973651,18.18745328216083
k v,7,5.697986217710937e-07,174,174,1,49375,0.9959808847214361,1001.9824579999295,50.03191699961462,20.026865211014147
k-l,6,4.883988186609374e-07,174,174,1,49375,0.9959808847214361,1026.8414160000248,57.95850000004066,17.716839048617622
k.c,30,2.4419940933046872e-06,174,174,1,49375,0.9959808847214361,1011.7970410001362,111.9585830001597,9.037244076219622
k9:,5,4.0699901555078117e-07,174,174,1,49375,0.9959808847214361,1004.1028330001609,56.86637500002689,17.657232995767465
kdd,3,2.441994093304687e-07,175,175,1,48178,0.9960783202857589,1030.8058749997144,57.440542000222194,17.94561539819257
keu,63,5.128187595939843e-06,175,175,1,48178,0.9960783202857589,1033.071000000291,163.8904999999795,6.303422101954782
kh.,1,8.139980311015624e-08,175,175,1,48178,0.9960783202857589,1030.850499999815,58.09537499999351,17.744106135814256
klü,7,5.697986217710937e-07,176,176,1,47709,0.9961164967934175,1156.4601249997395,49.93341599993073,23.16004426777739
kop,437,3.557171395913828e-05,176,176,1,47709,0.9961164967934175,1037.7683750002689,114.43624999992608,9.068528329099733
kte,8,6.511984248812499e-07,177,177,1,49021,0.9960097002517371,1043.709334000141,50.3977080002187,20.709460319021094
kuo,148,1.2047170860303123e-05,177,177,1,49021,0.9960097002517371,1028.6166249998132,257.0096670001476,4.0022487753319504
ky3,1,8.139980311015624e-08,177,177,1,49021,0.9960097002517371,1024.278041999878,50.17720899968481,20.413212739798105
kyb,9,7.325982279914061e-07,177,177,1,49021,0.9960097002517371,1028.112959000282,58.69679099987479,17.515658718080093
kís,13,1.0581974404320312e-06,177,177,1,49021,0.9960097002517371,1157.7678329999799,51.451917000122194,22.501937741158027
kör,104,8.46557952345625e-06,177,177,1,49021,0.9960097002517371,1147.3382079998373,369.513999999981,3.1049925253167574
l-2,1,8.139980311015624e-08,177,177,1,49021,0.9960097002517371,1023.3519170001273,52.57695900036197,19.463885634638586
l.q,1,8.139980311015624e-08,178,178,1,46800,0.9961904892144446,1029.9122080000416,53.45112499981042,19.268298057406547
l36,2,1.6279960622031248e-07,178,178,1,46800,0.9961904892144446,1026.8084170002112,53.3076249998885,19.2619426771003
l8r,1,8.139980311015624e-08,178,178,1,46800,0.9961904892144446,1027.7179999998225,51.94191700002193,19.785908171224957
lbr,9,7.325982279914061e-07,180,180,1,48331,0.996065866115883,1033.8738340001328,49.7527910001736,20.780217817258237
lij,71,5.779386020821093e-06,182,182,1,48853,0.9960233754186595,1011.6057089999231,214.93379200001073,4.706592200261709
lts,1,8.139980311015624e-08,184,184,1,47718,0.9961157641951895,1020.0339169996369,49.40887499969904,20.644750907723566
lu-,2,1.6279960622031248e-07,184,184,1,47718,0.9961157641951895,1018.6628329997802,56.95049999985713,17.88681105525563
lyæ,1,8.139980311015624e-08,185,185,1,46265,0.9962340381091086,1136.195042000054,49.852457999804756,22.791153888630802
lás,114,9.27957755455781e-06,185,185,1,46265,0.9962340381091086,1160.5299170000762,249.29145800024344,4.6553136088559555
lél,13,1.0581974404320312e-06,185,185,1,46265,0.9962340381091086,1160.4924580001352,57.908750000024156,20.040019133544604
lóf,2,1.6279960622031248e-07,185,185,1,46265,0.9962340381091086,1159.6445420000236,58.162584000001516,19.937981813187555
lõp,7,5.697986217710937e-07,185,185,1,46265,0.9962340381091086,1125.1291660000788,57.7604169998267,19.4792424369695
m l,6,4.883988186609374e-07,185,185,1,46265,0.9962340381091086,1041.5892500000155,57.44383299997935,18.132307605594317
m.p,17,1.383796652872656e-06,185,185,1,46265,0.9962340381091086,1040.4389999998784,49.772124999890366,20.90405020887033
m1-,1,8.139980311015624e-08,185,185,1,46265,0.9962340381091086,1021.4875419997043,57.42845799977658,17.787131634348917
m29,1,8.139980311015624e-08,185,185,1,46265,0.9962340381091086,1010.8792500000163,58.7298750001537,17.212351465031567
m2s,1,8.139980311015624e-08,185,185,1,46265,0.9962340381091086,1017.2046669999872,57.433459000094444,17.71101174662516
maî,71,5.779386020821093e-06,188,188,1,48269,0.9960709129036759,1143.9586659998895,425.36791700013055,2.6893393231618323
mck,162,1.318676810384531e-05,188,188,1,48269,0.9960709129036759,1009.0380830001777,200.97774999976536,5.020645733178701
mdi,4,3.2559921244062496e-07,188,188,1,48269,0.9960709129036759,1021.5936660001717,58.43162499968457,17.48357445143253
mfb,9,7.325982279914061e-07,189,189,1,46957,0.9961777094453564,999.3868340002336,57.62387499999022,17.343277139907777
mjf,2,1.6279960622031248e-07,190,190,1,46463,0.9962179209480928,1030.5268329998398,58.11129099993195,17.733676455424927
mpc,2,1.6279960622031248e-07,192,192,1,46721,0.9961969197988904,1017.9549170002247,52.03620800011777,19.562434622406016
mpo,9,7.325982279914061e-07,192,192,1,46721,0.9961969197988904,1042.5836249996792,49.28845799986448,21.152693090998014
mrs,1244,0.00010126135506903436,192,192,1,46721,0.9961969197988904,993.2359169997653,87.63833300008628,11.333350179068189
mtl,20,1.6279960622031247e-06,192,192,1,46721,0.9961969197988904,1041.090875000009,55.95779200029938,18.604931284537443
mtv,1427,0.00011615751903819295,192,192,1,46721,0.9961969197988904,989.4343750002008,99.44187499968393,9.949876498239254
mue,382,3.109472478807968e-05,192,192,1,46721,0.9961969197988904,988.9627500001552,133.4617090001302,7.410086064454564
mwi,4,3.2559921244062496e-07,192,192,1,46721,0.9961969197988904,984.098874999745,54.86258400014776,17.937523230715755
mép,23,1.8721954715335935e-06,193,193,1,47112,0.9961650924758744,1130.804334000004,59.03824999995777,19.153757674064067
mör,260,2.116394880864062e-05,193,193,1,47112,0.9961650924758744,1158.206667000286,199.42612500017276,5.8076977978651625
n-b,1,8.139980311015624e-08,193,193,1,47112,0.9961650924758744,990.138707999904,55.474874999617896,17.84841710786593
n-m,4,3.2559921244062496e-07,193,193,1,47112,0.9961650924758744,1041.5649169999597,56.424959000196395,18.459294175053532
n.1,1,8.139980311015624e-08,193,193,1,47112,0.9961650924758744,997.6193749998856,50.714957999844046,19.671107190958402
nek,496,4.0374302342637495e-05,194,194,1,49832,0.9959436850114147,1023.9713329997358,135.11512500008394,7.578510052069298
neô,1,8.139980311015624e-08,195,195,1,49539,0.9959675351537259,1145.483334000346,58.889832999739156,19.451291940417285
ni ,451,3.671131120268046e-05,195,195,1,49539,0.9959675351537259,1045.9434589997727,149.54949999992095,6.993961591314752
nix,158,1.2861168891404686e-05,195,195,1,49539,0.9959675351537259,1023.5478340000554,275.48908300013863,3.7153843733239342
nms,1,8.139980311015624e-08,195,195,1,49539,0.9959675351537259,1012.590917000125,57.39925000034418,17.641187245374343
noë,161,1.3105368300735154e-05,197,197,1,50699,0.9958731113821182,1170.3945839999506,236.25283299998046,4.953991743244186
nuh,44,3.5815913368468746e-06,197,197,1,50699,0.9958731113821182,1001.9481660001475,239.2985419996876,4.18702160751759
nuz,18,1.4651964559828122e-06,197,197,1,50699,0.9958731113821182,1030.9936670000752,57.19945800001369,18.024535599617543
nvb,1,8.139980311015624e-08,197,197,1,50699,0.9958731113821182,1015.9167910001088,49.75270799968712,20.419326542115005
nx ,8,6.511984248812499e-07,197,197,1,50699,0.9958731113821182,1027.7176669997061,57.17858299976797,17.973821894185043
nyn,19,1.5465962590929685e-06,197,197,1,50699,0.9958731113821182,1042.6628330001222,58.53012499983379,17.814122778707258
não,393,3.19901226222914e-05,197,197,1,50699,0.9958731113821182,1148.6332079998647,160.8513750002203,7.140959833251607
næv,1,8.139980311015624e-08,197,197,1,50699,0.9958731113821182,1170.936999999867,51.1145000000397,22.908118048674208
nûr,1,8.139980311015624e-08,197,197,1,50699,0.9958731113821182,1138.6754159998418,56.653417000234185,20.098971541207035
o&0,1,8.139980311015624e-08,197,197,1,50699,0.9958731113821182,1040.6677080000009,49.64612499998111,20.961710667255435
o-f,3,2.441994093304687e-07,197,197,1,50699,0.9958731113821182,1024.6208749999823,57.79716699998971,17.72787366896659
o..,4,3.2559921244062496e-07,197,197,1,50699,0.9958731113821182,1016.9040830000995,58.925416999954905,17.257477923336168
oc ,32,2.6047936995249996e-06,197,197,1,50699,0.9958731113821182,1042.147500000283,169.66825000008612,6.142265862939907
ocx,1,8.139980311015624e-08,197,197,1,50699,0.9958731113821182,1032.7775840000868,58.2967909999752,17.715856504014535
olp,4,3.2559921244062496e-07,198,198,1,46103,0.9962472248772125,1021.9297080002434,57.431958000051964,17.79374661054249
om6,1,8.139980311015624e-08,198,198,1,46103,0.9962472248772125,988.5355840001466,57.21808299995246,17.276628858764248
oqe,1,8.139980311015624e-08,199,199,1,47795,0.9961094964103501,1040.2877499996066,57.324916000197845,18.147218043826115
or1,1,8.139980311015624e-08,199,199,1,47795,0.9961094964103501,1030.2638329999354,53.69295799982865,19.188062483039644
orç,2,1.6279960622031248e-07,199,199,1,47795,0.9961094964103501,1157.665416999862,57.80033400014872,20.02869770608736
otd,25,2.0349950777539057e-06,199,199,1,47795,0.9961094964103501,1016.3134169997647,72.12791700021626,14.09043071348806
ouï,1,8.139980311015624e-08,200,200,1,47014,0.9961730696565791,1153.1947079997735,57.425625000178115,20.08153516824931
ovw,289,2.352454309883515e-05,200,200,1,47014,0.9961730696565791,1013.926750000337,284.5854590000272,3.562819947171792
oíd,11,8.953978342117187e-07,200,200,1,47014,0.9961730696565791,1163.1636249999247,56.85020800001439,20.460147217045016
p&t,5,4.0699901555078117e-07,200,200,1,47014,0.9961730696565791,1018.272750000051,65.3981250002289,15.570366122828245
p*t,3,2.441994093304687e-07,200,200,1,47014,0.9961730696565791,1012.8297500000372,53.07845899960739,19.08174745629915
p.i,59,4.802588383499218e-06,200,200,1,47014,0.9961730696565791,1063.9091250000092,276.22229100006734,3.8516410864167
p35,1,8.139980311015624e-08,200,200,1,47014,0.9961730696565791,1020.1311670002724,55.97370799978307,18.225184706437993
p3a,8,6.511984248812499e-07,200,200,1,47014,0.9961730696565791,1032.5849999999264,56.02791600040291,18.42983058646159
pbl,2,1.6279960622031248e-07,202,202,1,47528,0.9961312301577805,1025.771249999707,59.606957999676524,17.208917958961663
pea,2758,0.0002245006569778109,202,202,1,47528,0.9961312301577805,1039.609083000414,80.04383299976325,12.98799725149955
piy,138,1.1233172829201562e-05,203,203,1,47986,0.996093949047956,1040.0617079999392,221.80245900017326,4.689135155165826
piè,98,7.977180704795311e-06,203,203,1,47986,0.996093949047956,1163.3081670001957,352.98720800028605,3.2956099842554436
pjo,4,3.2559921244062496e-07,203,203,1,47986,0.996093949047956,1035.032291999869,58.21375000004991,17.779859431817766
pka,6,4.883988186609374e-07,203,203,1,47986,0.996093949047956,1002.2596670000894,55.9682499997507,17.907647049971256
plâ,1,8.139980311015624e-08,204,204,1,47642,0.9961219505802259,1164.3624579996867,57.112749999760126,20.38708446020507
poj,95,7.732981295464843e-06,204,204,1,47642,0.9961219505802259,1031.4804169997842,254.8381659998995,4.047590018365581
prp,2,1.6279960622031248e-07,206,206,1,47303,0.9961495451134803,1042.7957910001169,56.785332999879756,18.36382276744463
pry,95,7.732981295464843e-06,206,206,1,47303,0.9961495451134803,1047.0705410002665,243.18499999981213,4.3056543002285315
prz,424,3.4513516518706244e-05,206,206,1,47303,0.9961495451134803,999.2940839997573,165.6966669997928,6.0308641211292855
ptk,1,8.139980311015624e-08,206,206,1,47303,0.9961495451134803,1024.6478750000279,49.28233300006468,20.79138329345494
pur,3466,0.00028213171757980154,206,206,1,47303,0.9961495451134803,1001.2457499997254,79.87262500000725,12.535530790425813
puv,2,1.6279960622031248e-07,206,206,1,47303,0.9961495451134803,1040.5665000002955,58.00041599968608,17.94067304630931
puy,30,2.4419940933046872e-06,206,206,1,47303,0.9961495451134803,1036.6259160000482,205.3041670001221,5.049220048219633
pve,2,1.6279960622031248e-07,206,206,1,47303,0.9961495451134803,1002.5181670002894,53.230250000069645,18.83361748252127
pág,32,2.6047936995249996e-06,207,207,1,46245,0.9962356661051708,1148.1580419999773,445.86437499992826,2.575128461429918
pái,3,2.441994093304687e-07,207,207,1,46245,0.9962356661051708,1139.9521670000468,59.56308300028468,19.13856888493496
påf,3,2.441994093304687e-07,207,207,1,46245,0.9962356661051708,1175.1711249999062,57.75804099994275,20.346450548782826
pål,9,7.325982279914061e-07,207,207,1,46245,0.9962356661051708,1143.7875409997105,52.06941599999482,21.966590541361636
püf,1,8.139980311015624e-08,207,207,1,46245,0.9962356661051708,1177.5903749999088,49.6560420001515,23.71494641067679
q-k,1,8.139980311015624e-08,207,207,1,46245,0.9962356661051708,1040.4129579997061,58.231834000253,17.86673862951295
q-p,4,3.2559921244062496e-07,207,207,1,46245,0.9962356661051708,999.5427090002522,57.510999999976775,17.380026586229693
qi:,2,1.6279960622031248e-07,207,207,1,46245,0.9962356661051708,1028.968832999908,49.31141699989894,20.86674639672222
qiy,12,9.767976373218748e-07,207,207,1,46245,0.9962356661051708,1016.3834999998471,58.276499999919906,17.440709376871364
qli,4,3.2559921244062496e-07,207,207,1,46245,0.9962356661051708,999.8664170002485,57.32345800015537,17.442534904254003
qz ,1,8.139980311015624e-08,207,207,1,46245,0.9962356661051708,993.7635830001454,53.67137499979435,18.51570940755576
r l,1,8.139980311015624e-08,207,207,1,46245,0.9962356661051708,1047.9947920002814,49.464624999927764,21.18675299775975
r-m,8,6.511984248812499e-07,207,207,1,46245,0.9962356661051708,1049.676499999805,58.34170800017091,17.99187126980804
r-r,9,7.325982279914061e-07,207,207,1,46245,0.9962356661051708,1011.5533749999486,58.32362499995725,17.343801504119302
r0b,1,8.139980311015624e-08,207,207,1,46245,0.9962356661051708,1009.3024590000823,49.2380000000594,20.49844548923321
r20,15,1.2209970466523436e-06,207,207,1,46245,0.9962356661051708,1004.5292919999156,56.47679200001221,17.786585541184746
r3 ,3,2.441994093304687e-07,207,207,1,46245,0.9962356661051708,996.0122080001383,58.5113340002863,17.022551699047998
r3h,2,1.6279960622031248e-07,207,207,1,46245,0.9962356661051708,1047.573249999914,60.58891699967717,17.28984939614444
rc/,1,8.139980311015624e-08,208,208,1,49083,0.9960046534639442,1000.5951670000286,49.488374999782536,20.21879213056451
"re,",2,1.6279960622031248e-07,208,208,1,49083,0.9960046534639442,1032.8213749999122,57.6967090000835,17.900871521084806
res,8013,0.000652256622321682,209,209,1,47308,0.9961491381144647,1046.6525000001639,72.01725000004444,14.533358327338492
rh ,9,7.325982279914061e-07,210,210,1,47943,0.9960974492394897,1009.472249999817,57.29520800014143,17.618790213613067
rho,308,2.5071139357928122e-05,210,210,1,47943,0.9960974492394897,1013.8325829998394,178.17916600006356,5.68996143465773
"rk,",1,8.139980311015624e-08,210,210,1,47943,0.9960974492394897,1035.2139579999857,49.22391699983564,21.03071070113015
rok,354,2.8815530300995307e-05,211,211,1,47519,0.9961319627560085,1011.6118750001988,137.85150000012436,7.3384176087984985
rr/,1,8.139980311015624e-08,211,211,1,47519,0.9961319627560085,1006.8781250001848,57.22737499991126,17.594344053029623
rrc,1,8.139980311015624e-08,211,211,1,47519,0.9961319627560085,990.7746250000855,56.87308300002769,17.420800363497143
rum,1404,0.00011428532356665935,211,211,1,47519,0.9961319627560085,1038.6038329997973,94.25162499974249,11.019479324654986
ruu,80,6.511984248812499e-06,212,212,1,48842,0.9960242708164937,1017.3288749997482,159.7877909998715,6.366749728710914
rv:,2,1.6279960622031248e-07,212,212,1,48842,0.9960242708164937,1002.9432500000439,57.233666999763955,17.523658758474802
ryc,28,2.279194487084375e-06,212,212,1,48842,0.9960242708164937,1024.2715409999619,106.9115000000238,9.580555328470124
ryk,30,2.4419940933046872e-06,212,212,1,48842,0.9960242708164937,1019.1996250000557,381.77204099974915,2.6696549656466995
rég,85,6.91898326436328e-06,212,212,1,48842,0.9960242708164937,1175.7736250001471,239.22020899999552,4.915026326225512
ríj,1,8.139980311015624e-08,212,212,1,48842,0.9960242708164937,1143.2524580000063,52.23470800001451,21.886835435161018
röd,29,2.360594290194531e-06,212,212,1,48842,0.9960242708164937,1151.805792000232,351.9271659997685,3.2728527470396807
rør,18,1.4651964559828122e-06,212,212,1,48842,0.9960242708164937,1162.486374999844,50.293583999973634,23.114009433100918
s&c,1,8.139980311015624e-08,212,212,1,48842,0.9960242708164937,1036.3383339999928,58.41445799978828,17.741127273726462
s-t,6,4.883988186609374e-07,212,212,1,48842,0.9960242708164937,1004.4209160000719,57.91675000000396,17.342494459720257
s/k,1,8.139980311015624e-08,212,212,1,48842,0.9960242708164937,1019.9021250000442,56.90079199985121,17.924216678789133
sbj,1,8.139980311015624e-08,213,213,1,48458,0.9960555283408881,989.9517919998289,54.862792000221816,18.044138037958884
sd1,2,1.6279960622031248e-07,214,214,1,47106,0.996165580874693,1028.8789170003838,54.35704199999236,18.928162371317562
sdv,2,1.6279960622031248e-07,214,214,1,47106,0.996165580874693,1041.3973750000878,55.508957999791164,18.760888557915386
sej,84,6.8375834612531235e-06,215,215,1,47800,0.9961090894113346,1042.6143329996194,255.54612500036455,4.0799457749481896
slw,1,8.139980311015624e-08,218,218,1,46220,0.9962377011002486,1006.9966670002941,51.36450000009063,19.604915204051775
smu,455,3.703691041512109e-05,218,218,1,46220,0.9962377011002486,1039.515666999705,135.03720900007465,7.697994313546056
sn ,3,2.441994093304687e-07,218,218,1,46220,0.9962377011002486,1015.2434589999757,56.47295900007521,17.977514849162123
sn*,2,1.6279960622031248e-07,218,218,1,46220,0.9962377011002486,1035.5025419999038,58.45570800011046,17.714310157665818
sow,111,9.035378145227343e-06,220,220,1,48991,0.9960121422458303,1003.5304170000927,160.29120799976226,6.260670373147235
soñ,86,7.000383067473437e-06,220,220,1,48991,0.9960121422458303,1167.3744579998129,440.3080840002076,2.651267374866691
spø,45,3.662991139957031e-06,220,220,1,48991,0.9960121422458303,1155.1027080004133,257.94966600005864,4.478015908732173
ssb,6,4.883988186609374e-07,220,220,1,48991,0.9960121422458303,1035.8517080003367,57.20400000018344,18.10802929859826
"st,",1,8.139980311015624e-08,221,221,1,46088,0.9962484458742591,1013.7049999998453,56.97241699999722,17.792908452521765
sts,24,1.9535952746437495e-06,222,222,1,49185,0.9959963506840269,1005.3850419999435,52.578292000362126,19.12167557654819
stú,5,4.0699901555078117e-07,222,222,1,49185,0.9959963506840269,1136.8566249998366,54.892874999950436,20.710458779957566
"sì,",6,4.883988186609374e-07,224,224,1,48392,0.9960609007278933,1169.9602919998142,56.97533300008217,20.53450555520451
sûm,3,2.441994093304687e-07,224,224,1,48392,0.9960609007278933,1118.9364169999862,59.18104199963636,18.907007703697776
t o,7,5.697986217710937e-07,224,224,1,48392,0.9960609007278933,1044.6050420000574,57.801957999799924,18.07213939022054
t(h,1,8.139980311015624e-08,224,224,1,48392,0.9960609007278933,1026.1027090000425,57.356708000043,17.889846624378674
ten,5842,0.0004755376497695327,225,226,2,96090,0.992178292919145,1046.5539589999935,78.97954200007007,13.25094996118191
th3,7,5.697986217710937e-07,226,226,1,48639,0.9960407949765251,1054.4933330002095,57.66562500002692,18.286341871777463
tji,17,1.383796652872656e-06,241,241,1,40168,0.9967303327086713,1031.462165999983,50.47983299982661,20.4331532951689
tkh,1,8.139980311015624e-08,241,241,1,40168,0.9967303327086713,1047.7492920003897,48.13008400014951,21.76911413653745
tmd,1,8.139980311015624e-08,241,241,1,40168,0.9967303327086713,1004.7579160000168,56.048125000415894,17.926699885010628
tr1,1,8.139980311015624e-08,242,242,1,55205,0.9955063238693038,1059.8485000000437,56.746041999758745,18.677047114661313
trb,5,4.0699901555078117e-07,243,243,1,46956,0.9961777908451594,1034.6775420002814,58.226791999913985,17.769784431912544
trô,1,8.139980311015624e-08,243,243,1,46956,0.9961777908451594,1138.3178340001905,57.659500000227126,19.742069112560923
ttc,4,3.2559921244062496e-07,243,243,1,46956,0.9961777908451594,1010.125207999863,56.80358400013574,17.782772439102594
tv5,5,4.0699901555078117e-07,244,244,1,48232,0.996073924696391,1027.6258750000125,57.836666999719455,17.767722939584278
txx,1,8.139980311015624e-08,244,244,1,48232,0.996073924696391,1010.2113750003809,57.13554199974169,17.680962490999878
tza,44,3.5815913368468746e-06,244,244,1,48232,0.996073924696391,1045.9094170000753,326.4653749997706,3.2037376613088306
táu,1,8.139980311015624e-08,244,244,1,48232,0.996073924696391,1141.1532080001052,49.41658300003837,23.09251548208461
tæl,4,3.2559921244062496e-07,244,244,1,48232,0.996073924696391,1160.1788330003728,56.51270799990016,20.52952113005136
tô ,31,2.5233938964148434e-06,244,244,1,48232,0.996073924696391,1155.885833999946,155.35029200009376,7.440512786414643
tôô,1,8.139980311015624e-08,244,244,1,48232,0.996073924696391,1222.8312920001372,57.70024999992529,21.192824849142255
týt,3,2.441994093304687e-07,244,244,1,48232,0.996073924696391,1131.3778749999983,56.44229200015616,20.044860598447492
uai,1,8.139980311015624e-08,244,244,1,48232,0.996073924696391,1012.2459160002109,52.27445800028363,19.364063344180796
ucj,2,1.6279960622031248e-07,244,244,1,48232,0.996073924696391,1037.0459589998973,49.26441600036924,21.050609003304224
ucp,1,8.139980311015624e-08,244,244,1,48232,0.996073924696391,998.6025409998547,57.07345799964969,17.496794061540548
ucz,20,1.6279960622031247e-06,244,244,1,48232,0.996073924696391,1068.26004200002,57.76416600019729,18.493472960318883
uh-,31,2.5233938964148434e-06,244,244,1,48232,0.996073924696391,986.6058749998956,296.5417919999709,3.327038217264137
uik,10,8.139980311015623e-07,244,244,1,48232,0.996073924696391,963.6084160001701,54.17208400012896,17.787914823396424
uit,236,1.921035353399687e-05,244,244,1,48232,0.996073924696391,994.848667000042,199.40645799988488,4.989049386758659
ujj,12,9.767976373218748e-07,244,244,1,48232,0.996073924696391,1003.6906250002176,56.840666999960376,17.657967050262044
ult,2872,0.0002337802345323687,244,244,1,48232,0.996073924696391,1021.4727499997025,84.24520900007337,12.12499514362666
umu,87,7.081782870583593e-06,244,244,1,48232,0.996073924696391,986.5671669999756,262.75075000012293,3.7547644183680315
unu,344,2.8001532269893747e-05,246,246,1,48507,0.9960515397505356,1010.5890419999923,159.3417919998501,6.3422723525096485
ura,445,3.6222912384019525e-05,246,246,1,48507,0.9960515397505356,993.8310000002275,141.1760839996532,7.039655526942289
usz,5,4.0699901555078117e-07,246,246,1,48507,0.9960515397505356,1011.8374999997286,57.69937500008382,17.53636846149995
"uy,",1,8.139980311015624e-08,246,246,1,48507,0.9960515397505356,1012.3995830003878,56.40124999990803,17.949949389455707
uzs,1,8.139980311015624e-08,246,246,1,48507,0.9960515397505356,1034.5269170002211,54.563583000344806,18.960025352324894
"v, ",2,1.6279960622031248e-07,246,246,1,48507,0.9960515397505356,1013.4804579997763,49.64674999973795,20.413832889466597
vei,417,3.394371789693515e-05,247,247,1,48249,0.9960725408997381,1031.5684160000274,137.1629169998414,7.520752974371493
ven,4286,0.00034887955613012965,247,247,1,48249,0.9960725408997381,998.2820830000492,71.75779200042598,13.911828320945592
vur,46,3.744390943067187e-06,248,248,1,45892,0.9962644002356688,1036.6715000000113,141.67312500012486,7.317347591500488
vvs,2,1.6279960622031248e-07,248,248,1,45892,0.9962644002356688,1036.851666000075,57.33874999987165,18.082913666628517
vät,95,7.732981295464843e-06,248,248,1,45892,0.9962644002356688,1146.652708000147,217.68370800009507,5.267517346771979
våg,27,2.1977946839742186e-06,248,248,1,45892,0.9962644002356688,1155.1499160000276,195.41579199994885,5.911241380125154
vüc,1,8.139980311015624e-08,248,248,1,45892,0.9962644002356688,1154.939750000267,54.396208000071056,21.23199010487566
w/l,8,6.511984248812499e-07,248,248,1,45892,0.9962644002356688,1003.9588330000697,56.58629099980317,17.74208585262395
w27,1,8.139980311015624e-08,248,248,1,45892,0.9962644002356688,1019.5248340000944,53.36216700015939,19.105761465741246
wci,1,8.139980311015624e-08,249,249,1,48086,0.996085809067645,1019.903042000351,56.366999999681866,18.093974169391796
wdb,1,8.139980311015624e-08,249,249,1,48086,0.996085809067645,1040.6701250003607,58.16050000021278,17.89307390748968
wdy,1,8.139980311015624e-08,249,249,1,48086,0.996085809067645,1030.0180410004032,57.425916000283905,17.93646689058144
wdz,1,8.139980311015624e-08,249,249,1,48086,0.996085809067645,1015.7890420000513,52.89166600005046,19.205086903465702
wgt,2,1.6279960622031248e-07,250,250,1,48925,0.9960175146328356,1039.8752500000228,48.87754199990013,21.275113425346706
wi ,8,6.511984248812499e-07,251,251,1,48620,0.9960423415727842,1045.0228330000755,57.89204199982123,18.05123462397997
wmu,1,8.139980311015624e-08,252,252,1,47419,0.9961401027363195,1012.551583000004,57.155666000198835,17.715681643819558
woe,114,9.27957755455781e-06,252,252,1,47419,0.9961401027363195,1006.9062500001564,254.48450000021694,3.9566506015073535
wpr,4,3.2559921244062496e-07,253,253,1,48680,0.9960374575845976,1036.6675000000214,57.56366700006765,18.009059429775434
wuu,1,8.139980311015624e-08,253,253,1,48680,0.9960374575845976,1021.7687499998647,48.861708000004,20.91144153208441
wòk,2,1.6279960622031248e-07,253,253,1,48680,0.9960374575845976,1156.3588340000024,57.42612500034738,20.136459390094792
x-2,8,6.511984248812499e-07,253,253,1,48680,0.9960374575845976,1027.8550839998388,48.66604199969515,21.120581041011665
x/y,1,8.139980311015624e-08,253,253,1,48680,0.9960374575845976,996.9058330002554,56.6863750000266,17.58633945105482
xas,3,2.441994093304687e-07,253,253,1,48680,0.9960374575845976,1012.8902080000444,56.428875000165135,17.94985648742918
xbu,3,2.441994093304687e-07,253,253,1,48680,0.9960374575845976,1030.3499999999985,54.753583000092476,18.81794658074264
xcc,2,1.6279960622031248e-07,253,253,1,48680,0.9960374575845976,1005.923416999849,48.66595799967399,20.66996024215916
xha,5,4.0699901555078117e-07,253,253,1,48680,0.9960374575845976,1005.6600829998388,58.0944170001203,17.31078707611019
xhr,1,8.139980311015624e-08,253,253,1,48680,0.9960374575845976,1008.0348749997938,53.189416999885,18.951794019512818
xt ,2,1.6279960622031248e-07,253,253,1,48680,0.9960374575845976,1008.1903750001402,58.41250000003129,17.259839503524077
xúl,1,8.139980311015624e-08,253,253,1,48680,0.9960374575845976,1144.0785830000095,56.55433299989454,20.22972462608909
y j,3,2.441994093304687e-07,253,253,1,48680,0.9960374575845976,996.3314999999966,57.63070800003334,17.288205100645655
y/p,1,8.139980311015624e-08,253,253,1,48680,0.9960374575845976,1032.920125000146,56.447375000061584,18.29881593252156
yly,10,8.139980311015623e-07,253,253,1,48680,0.9960374575845976,1035.3184579998924,48.67566600023565,21.269733792545956
