bits,source,prefix,query,sketch_bytes,time_full_ms,time_fp_ms,speedup_median,speedup_iqr,speedup_p25,speedup_p75
24,view,(,(%,3.0,11.17002149112515,8.023208589293048,1.3922137716862446,0.0978171839419899,1.359897355311214,1.4577145392532038
24,view,2012,2012%,3.0,11.3875418901443,5.96649956423785,1.9085800254472864,0.11495641370461374,1.8768301790325534,1.9917865927371672
24,view,a,a%,3.0,14.9907703744247,6.3806039979681,2.349428107307475,0.047533432876563086,2.320558373059989,2.368091805936552
24,view,interest,interest%,3.0,13.7450625188648,6.43354211933905,2.1364688788696236,0.10378084192317694,2.062978738125202,2.166759580048379
24,view,jos,jos%,3.0,13.430312159471152,6.2491873977705,2.1491293674858647,0.06152928292919091,2.1216266149131715,2.1831558978423624
24,view,the,the%,3.0,12.134187971241749,7.16708344407375,1.6930440486604283,0.06488392672970122,1.6638133120885716,1.7286972388182729
28,table,#,#%,3.5,3.0683538643642496,1.27587490715085,2.4049018028077502,0.0663299020791639,2.3872704835537037,2.4536003856328676
28,table,(,(%,3.5,4.1893546003848,4.3937495211139,0.9534805250625025,0.015128811389681585,0.9461525239549646,0.9612813353446462
28,table,2012,2012%,3.5,4.03668754734095,1.8183545907959,2.2199671987926615,0.0358755326782525,2.205087760759147,2.2409632934373995
28,table,a,a%,3.5,4.5147080672904,3.98706248961385,1.1323394301070142,0.009909058830817052,1.1283119154705359,1.138220974301353
28,table,interest,interest%,3.5,4.22962498851115,0.49035390838980003,8.625657746667471,0.3960208695804841,8.343045919311688,8.739066788892172
28,table,jos,jos%,3.5,4.09424945246425,2.2032919805496496,1.858241889231071,0.030995377276177516,1.8334156622168702,1.8644110394930478
28,table,the,the%,3.5,3.7307710153981497,3.8489580620079997,0.9692937556850926,0.015689042777545348,0.9595607337020079,0.9752497764795532
28,view,#,#%,3.5,11.1376669956371,5.5313541088253,2.013551614398887,0.054935914041384315,1.9796930885282187,2.034629002569603
28,view,(,(%,3.5,11.0458959825336,7.940145325846901,1.3911453165191832,0.02992740963988072,1.3840062032778992,1.41393361291778
28,view,2012,2012%,3.5,11.06560393236575,5.62922912649805,1.9657405452333534,0.07196031869494868,1.94251818268539,2.0144785013803386
28,view,a,a%,3.5,14.73724993411445,6.293583428487151,2.34163098043764,0.04763425833889956,2.327241233552984,2.3748754918918835
28,view,interest,interest%,3.5,13.6393330758437,6.13681203685695,2.222543723667519,0.1434628500376962,2.1537009947982515,2.2971638448359477
28,view,jos,jos%,3.5,13.843562570400499,6.3432499300688,2.182408500850344,0.09361601712077494,2.11965002396594,2.213266041086715
28,view,the,the%,3.5,12.025187490507902,6.66695856489235,1.8036991490889924,0.08721485552177222,1.7629398891037678,1.85015474462554
